"","Loc","Type","Sampletime","Spec","Flower","Det","Sex","Method","Stage","Number","Family","Order","lat","lng","date","Spec_group","occurrenceID"
"353","Me2","tree",1,"Bombus pascuorum","Lamium, Vicia, Symphytum","Jari Vandendriessche","","15' Transect","Ad",3,"Apidae","Hymenoptera",50.988411,3.808989,2023-05-24,"bees","DIGITAF_FLANDERS:e7ccec0f094def76"
"354","Me2","tree",1,"Episyrphus balteatus","Ranunculus, Vicia, Anthriscus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",8,"Syrphidae","Diptera",50.988411,3.808989,2023-05-24,"syrphids","DIGITAF_FLANDERS:f7739ddab1aaf9fa"
"355","Me2","tree",2,"Ectemnius lapidarius","","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Crabronidae","Hymenoptera",50.988411,3.808989,2023-09-12,"wasps","DIGITAF_FLANDERS:93e1322f3e1f5437"
"356","Me2","tree",2,"Pieris rapae","Achillea","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.988411,3.808989,2023-09-12,"butterflies","DIGITAF_FLANDERS:e4bae958be5d7328"
"357","Me2","tree",2,"Sarcophaga spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Sarcophagidae","Diptera",50.988411,3.808989,2023-09-12,"flies","DIGITAF_FLANDERS:e204bd9454ee2c48"
"358","Me2","tree",2,"Syritta pipiens","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.988411,3.808989,2023-09-12,"syrphids","DIGITAF_FLANDERS:22e11fe4ccf47a90"
"359","Me2","tree",2,"Vespula germanica","","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.988411,3.808989,2023-09-12,"wasps","DIGITAF_FLANDERS:f425ce9b4e411f71"
"360","Oz","crop",1,"Andrena dorsata","","Jens D'Haeseleer","F","15' Transect","Ad",1,"Andrenidae","Hymenoptera",50.930752,3.833002,2023-05-23,"bees","DIGITAF_FLANDERS:45eb6159420a3a9f"
"361","Oz","crop",1,"Coleoptera indet.","",NA,"","15' Transect","Ad",1,NA,"Coleoptera",50.930752,3.833002,2023-05-23,"beetles","DIGITAF_FLANDERS:81c5510abb8e53c5"
"362","Oz","crop",1,"Dilophus febrilis","","Jari Vandendriessche","","15' Transect","Ad",2,"Bibionidae","Diptera",50.930752,3.833002,2023-05-23,"flies","DIGITAF_FLANDERS:d346e02ca30bec84"
"363","Oz","crop",1,"Diptera indet.","",NA,"","15' Transect","Ad",2,NA,"Diptera",50.930752,3.833002,2023-05-23,"flies","DIGITAF_FLANDERS:09ec6dd08f3c72b2"
"364","Oz","crop",1,"Sarcophaga spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Sarcophagidae","Diptera",50.930752,3.833002,2023-05-23,"flies","DIGITAF_FLANDERS:0ed6e9edb85da163"
"365","Oz","crop",2,"Anomaloninae indet.","","Jari Vandendriessche","","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.930752,3.833002,2023-09-05,"wasps","DIGITAF_FLANDERS:c9a8e0fc1aed19f4"
"366","Oz","crop",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.930752,3.833002,2023-09-05,"butterflies","DIGITAF_FLANDERS:0d388d3266fb9fdb"
"367","Oz","crop",2,"Sphaerophoria scripta","Stellaria","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",3,"Syrphidae","Diptera",50.930752,3.833002,2023-09-05,"syrphids","DIGITAF_FLANDERS:67ff03bcfd21a3c0"
"368","Oz","crop",2,"Syritta pipiens","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.930752,3.833002,2023-09-05,"syrphids","DIGITAF_FLANDERS:99732dcee0ca3d13"
"369","Oz","crop",2,"Therion circumflexum","","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.930752,3.833002,2023-09-05,"wasps","DIGITAF_FLANDERS:c410435e2e418f52"
"370","Oz","crop",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.930752,3.833002,2023-09-05,"butterflies","DIGITAF_FLANDERS:fea1ff05a011951c"
"371","Oz","crtl",1,"Andrena flavipes","Capsella","Jens D'Haeseleer","F","15' Transect","Ad",1,"Andrenidae","Hymenoptera",50.930698,3.833295,2023-05-23,"bees","DIGITAF_FLANDERS:27061db03fc0ab6b"
"372","Oz","crtl",1,"Dilophus febrilis","","Jari Vandendriessche","","15' Transect","Ad",2,"Bibionidae","Diptera",50.930698,3.833295,2023-05-23,"flies","DIGITAF_FLANDERS:b1f2a1ec7fe269a9"
"373","Oz","crtl",1,"Eristalis tenax","Capsella","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.930698,3.833295,2023-05-23,"syrphids","DIGITAF_FLANDERS:07e86dc123c933c5"
"374","Oz","crtl",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.930698,3.833295,2023-09-05,"butterflies","DIGITAF_FLANDERS:0b4bc831851fd11b"
"375","Oz","crtl",2,"Platycheirus albimanus","Stellaria","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.930698,3.833295,2023-09-05,"syrphids","DIGITAF_FLANDERS:638f9c590dbecd5d"
"376","Oz","crtl",2,"Sphaerophoria scripta","Stellaria","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",4,"Syrphidae","Diptera",50.930698,3.833295,2023-09-05,"syrphids","DIGITAF_FLANDERS:51715222b4e801fd"
"377","Oz","crtl",2,"Tachina fera/magnicornis","","Jari Vandendriessche","","15' Transect","Ad",1,"Tachinidae","Diptera",50.930698,3.833295,2023-09-05,"flies","DIGITAF_FLANDERS:9e95b18f350ae7e4"
"378","Oz","tree",1,"Bellardia spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Calliphoridae","Diptera",50.930286,3.833097,2023-05-23,"flies","DIGITAF_FLANDERS:2a079a6bd3cced0d"
"379","Oz","tree",1,"Bombus pascuorum","Lamium, Symphytum","Jari Vandendriessche","","15' Transect","Ad",2,"Apidae","Hymenoptera",50.930286,3.833097,2023-05-23,"bees","DIGITAF_FLANDERS:3f446e1d85c32d1c"
"380","Oz","tree",1,"Dilophus febrilis","","Jari Vandendriessche","","15' Transect","Ad",2,"Bibionidae","Diptera",50.930286,3.833097,2023-05-23,"flies","DIGITAF_FLANDERS:75f0de929bf382dd"
"381","Oz","tree",1,"Dilophus febrilis","Tripleurospermum","Jari Vandendriessche","","15' Transect","Ad",2,"Bibionidae","Diptera",50.930286,3.833097,2023-05-23,"flies","DIGITAF_FLANDERS:06702fdc27230177"
"382","Oz","tree",1,"Episyrphus balteatus","Ranunculus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",3,"Syrphidae","Diptera",50.930286,3.833097,2023-05-23,"syrphids","DIGITAF_FLANDERS:373679f8b63fbb4d"
"383","Oz","tree",1,"Lucilia spec.","Anthriscus","Jari Vandendriessche","","15' Transect","Ad",1,"Calliphoridae","Diptera",50.930286,3.833097,2023-05-23,"flies","DIGITAF_FLANDERS:5919ae5970528cba"
"384","Oz","tree",1,"Syritta pipiens","Tripleurospermum","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.930286,3.833097,2023-05-23,"syrphids","DIGITAF_FLANDERS:39a31e42320b9925"
"385","Oz","tree",1,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.930286,3.833097,2023-05-23,"butterflies","DIGITAF_FLANDERS:a234c0519e6c89cf"
"386","Oz","tree",1,"Scathophaga stercoraria","Tripleurospermum","Jari Vandendriessche","","15' Transect","Ad",1,"Scathophagidae","Diptera",50.930286,3.833097,2023-05-23,"flies","DIGITAF_FLANDERS:a110d2dd57d8149a"
"387","Oz","tree",2,"Staphylinidae indet.","Matricaria","Jari Vandendriessche","","15' Transect","Ad",1,"Staphylinidae","Coleoptera",50.930286,3.833097,2023-09-05,"beetles","DIGITAF_FLANDERS:56678cdc1f027ca7"
"388","Oz","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.930286,3.833097,2023-09-05,"butterflies","DIGITAF_FLANDERS:285195a87b2623fd"
"389","Oz","tree",2,"Polistes dominula","","Jari Vandendriessche","","15' Transect","Ad",1,"Eumenidae","Hymenoptera",50.930286,3.833097,2023-09-05,"wasps","DIGITAF_FLANDERS:69844c026d8f84fa"
"390","Oz","tree",2,"Vespula vulgaris","Geranium","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.930286,3.833097,2023-09-05,"wasps","DIGITAF_FLANDERS:8618056a92333f50"
"391","PL","crop",1,"Sarcophaga spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Sarcophagidae","Diptera",50.759422,4.036237,2023-06-14,"flies","DIGITAF_FLANDERS:31f14472b8f62df2"
"392","PL","crop",1,"Sphaerophoria scripta","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",3,"Syrphidae","Diptera",50.759422,4.036237,2023-06-14,"syrphids","DIGITAF_FLANDERS:8eb65845d173f857"
"393","PL","crtl",1,"Episyrphus balteatus","Lapsana, Sonchus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.75819,4.03304,2023-06-14,"syrphids","DIGITAF_FLANDERS:8b1b1fa6a81e4672"
"394","PL","crtl",1,"Empis livida","Crepis","Jari Vandendriessche","","15' Transect","Ad",1,"Empididae","Diptera",50.75819,4.03304,2023-06-14,"flies","DIGITAF_FLANDERS:32dee09abafcf276"
"395","PL","crtl",1,"Episyrphus balteatus","Lapsana","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.75819,4.03304,2023-06-14,"syrphids","DIGITAF_FLANDERS:e413242bee35af0b"
"396","PL","crtl",1,"Oedemera nobilis","","Jari Vandendriessche","","15' Transect","Ad",1,"Oedemeridae","Coleoptera",50.75819,4.03304,2023-06-14,"beetles","DIGITAF_FLANDERS:b08a560cb18dca7c"
"397","PL","crtl",1,"Eupeodes corollae","Lapsana","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.75819,4.03304,2023-06-14,"syrphids","DIGITAF_FLANDERS:bc1d56718697d351"
"398","PL","crtl",1,"Lasioglossum villosulum","Sonchus","Jens D'Haeseleer","F","15' Transect","Ad",1,"Halictidae","Hymenoptera",50.75819,4.03304,2023-06-14,"bees","DIGITAF_FLANDERS:e32c098bf3628f78"
"399","PL","crtl",1,"Pseudovadonia livida","Matricaria","Jari Vandendriessche","","15' Transect","Ad",3,"Cerambycidae","Coleoptera",50.75819,4.03304,2023-06-14,"beetles","DIGITAF_FLANDERS:cc996b8112229814"
"400","PL","crtl",1,"Sphaerophoria scripta","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.75819,4.03304,2023-06-14,"syrphids","DIGITAF_FLANDERS:dd06ece12971c3d9"
"401","PL","crtl",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.75819,4.03304,2023-09-13,"butterflies","DIGITAF_FLANDERS:18e2760f4174093d"
"402","PL","crtl",2,"Araschnia levana","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.75819,4.03304,2023-09-13,"butterflies","DIGITAF_FLANDERS:722c7be2ed12e87d"
"403","PL","crtl",2,"Polistes dominula","Urtica","Jari Vandendriessche","","15' Transect","Ad",1,"Eumenidae","Hymenoptera",50.75819,4.03304,2023-09-13,"wasps","DIGITAF_FLANDERS:083309337ea3d984"
"404","PL","crtl",2,"Lissonota spec.","","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.75819,4.03304,2023-09-13,"wasps","DIGITAF_FLANDERS:9529508ee872a1cd"
"405","PL","crtl",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.75819,4.03304,2023-09-13,"butterflies","DIGITAF_FLANDERS:68475d94d466c5cc"
"406","PL","tree",1,"Ferdinandea cuprea","Lapsana","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.760017,4.03697,2023-06-14,"syrphids","DIGITAF_FLANDERS:4b8b470c6ff34dd1"
"407","PL","tree",1,"Chorosoma schillingii","","Jari Vandendriessche","","15' Transect","Ad",1,"Rhopalidae","Hemiptera",50.760017,4.03697,2023-06-14,"other","DIGITAF_FLANDERS:b14b837bcde220a6"
"408","PL","tree",1,"Eristalis arbustorum","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",4,"Syrphidae","Diptera",50.760017,4.03697,2023-06-14,"syrphids","DIGITAF_FLANDERS:b221a641d8cad278"
"409","PL","tree",1,"Scathophaga stercoraria","","Jari Vandendriessche","","15' Transect","Ad",1,"Scathophagidae","Diptera",50.760017,4.03697,2023-06-14,"flies","DIGITAF_FLANDERS:1905090df4b7016f"
"410","PL","tree",1,"chrysoteuchia culmella","","Jari Vandendriessche","","15' Transect","Ad",1,"Crambidae","Lepidoptera",50.760017,4.03697,2023-06-14,"butterflies","DIGITAF_FLANDERS:ae08e87d2cea911c"
"411","PL","tree",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.760017,4.03697,2023-09-13,"butterflies","DIGITAF_FLANDERS:9f3bf27004f131db"
"412","PL","tree",2,"Lygus spec.","Matricaria","Jari Vandendriessche","","15' Transect","Ad",1,"Miridae","Hemiptera",50.760017,4.03697,2023-09-13,"other","DIGITAF_FLANDERS:c13fe24db47f7135"
"413","PL","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.760017,4.03697,2023-09-13,"butterflies","DIGITAF_FLANDERS:25cfb199055ce66d"
"414","PL","tree",2,"Eristalis tenax","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.760017,4.03697,2023-09-13,"syrphids","DIGITAF_FLANDERS:b67732243c43f42f"
"415","Ti1","crtl",1,"Scathophaga stercoraria","Anthriscus","Jari Vandendriessche","","15' Transect","Ad",4,"Scathophagidae","Diptera",51.014877,3.473279,2023-05-18,"flies","DIGITAF_FLANDERS:2fd15dc2f5812ad8"
"416","Ti1","crtl",2,"Diptera indet.","",NA,"","15' Transect","Ad",1,NA,"Diptera",51.014877,3.473279,2023-09-11,"flies","DIGITAF_FLANDERS:29816399a7603137"
"417","Ti1","tree",1,"Dolerus spec.","","Augustijn De Ketelaere","M","15' Transect","Ad",1,"Tenthredinidae","Hymenoptera",51.017292,3.472148,2023-05-18,"wasps","DIGITAF_FLANDERS:26c33e78a7ddaa1e"
"418","Ti1","tree",1,"Empis opaca","Anthriscus","Jari Vandendriessche","","15' Transect","Ad",1,"Empididae","Diptera",51.017292,3.472148,2023-05-18,"flies","DIGITAF_FLANDERS:ff272ae1a0726a12"
"419","Ti1","tree",1,"Helophilus pendulus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",51.017292,3.472148,2023-05-18,"syrphids","DIGITAF_FLANDERS:93d177db45442334"
"420","Ti1","tree",1,"Myathropa florea","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",51.017292,3.472148,2023-05-18,"syrphids","DIGITAF_FLANDERS:2fa671bdf2176cff"
"421","Ti1","tree",1,"Myathropa florea","Anthriscus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",51.017292,3.472148,2023-05-18,"syrphids","DIGITAF_FLANDERS:4a6cfae8d721e9fb"
"422","Ti1","tree",1,"Syritta pipiens","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",51.017292,3.472148,2023-05-18,"syrphids","DIGITAF_FLANDERS:2827baeacbe5ac4e"
"423","Ti1","tree",1,"Scathophaga stercoraria","","Jari Vandendriessche","","15' Transect","Ad",5,"Scathophagidae","Diptera",51.017292,3.472148,2023-05-18,"flies","DIGITAF_FLANDERS:ca776a937f875e0b"
"424","Ti1","tree",1,"Scathophaga stercoraria","Anthriscus","Jari Vandendriessche","","15' Transect","Ad",2,"Scathophagidae","Diptera",51.017292,3.472148,2023-05-18,"flies","DIGITAF_FLANDERS:2ce81d0d904cfd43"
"425","Ti1","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",51.017292,3.472148,2023-09-11,"butterflies","DIGITAF_FLANDERS:eac822167eddab78"
"426","Ti1","tree",2,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",51.017292,3.472148,2023-09-11,"butterflies","DIGITAF_FLANDERS:8096939bdb3a2ba3"
"427","TW","crop",1,"Andrena flavipes","","Jari Vandendriessche","","15' Transect","Ad",1,"Andrenidae","Hymenoptera",50.930634,4.915771,2023-06-28,"bees","DIGITAF_FLANDERS:63f85cd8c26e64de"
"428","TW","crop",1,"Eristalis tenax","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.930634,4.915771,2023-06-28,"syrphids","DIGITAF_FLANDERS:653ee5233442d64f"
"429","TW","crop",1,"Eupeodes corollae","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.930634,4.915771,2023-06-28,"syrphids","DIGITAF_FLANDERS:55035441ec0f0f56"
"430","TW","crop",1,"Leptogaster cylindrica","","Jari Vandendriessche","","15' Transect","Ad",1,"Asilidae","Diptera",50.930634,4.915771,2023-06-28,"flies","DIGITAF_FLANDERS:5ed6e64fb9a57c92"
"431","TW","crop",1,"Rhagonycha lutea","","Jari Vandendriessche","","15' Transect","Ad",1,"Cantharidae","Coleoptera",50.930634,4.915771,2023-06-28,"beetles","DIGITAF_FLANDERS:c85a4652fafe4bcc"
"432","TW","crop",1,"Sphaerophoria scripta","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",3,"Syrphidae","Diptera",50.930634,4.915771,2023-06-28,"syrphids","DIGITAF_FLANDERS:a45ebd978a99c5d6"
"433","TW","crop",1,"Sphaerophoria spec.","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",3,"Syrphidae","Diptera",50.930634,4.915771,2023-06-28,"syrphids","DIGITAF_FLANDERS:4e86d7b70e3b6c5e"
"434","TW","crop",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.930634,4.915771,2023-09-05,"butterflies","DIGITAF_FLANDERS:8b1e8bc74686e6e5"
"435","TW","crop",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.930634,4.915771,2023-09-05,"butterflies","DIGITAF_FLANDERS:0c56eef8add3f588"
"436","TW","crop",2,"Vespula vulgaris","","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.930634,4.915771,2023-09-05,"wasps","DIGITAF_FLANDERS:e4b132110f0112b3"
"437","TW","crtl",1,"Episyrphus balteatus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.92865,4.919942,2023-06-28,"syrphids","DIGITAF_FLANDERS:caa58b9d77191df3"
"438","TW","crtl",1,"Maniola jurtina","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.92865,4.919942,2023-06-28,"butterflies","DIGITAF_FLANDERS:ecdad39830b2d8d6"
"439","TW","crtl",1,"Oedemera lurida","Achillea","Jari Vandendriessche","","15' Transect","Ad",1,"Oedemeridae","Coleoptera",50.92865,4.919942,2023-06-28,"beetles","DIGITAF_FLANDERS:1d4a083de632b784"
"440","TW","crtl",1,"Oedemera lurida","Matricaria","Jari Vandendriessche","","15' Transect","Ad",2,"Oedemeridae","Coleoptera",50.92865,4.919942,2023-06-28,"beetles","DIGITAF_FLANDERS:663e3c8cfd4459e7"
"441","TW","crtl",1,"Paragus haemorrhous","Matricaria","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",5,"Syrphidae","Diptera",50.92865,4.919942,2023-06-28,"syrphids","DIGITAF_FLANDERS:5eebde810f3ed6e8"
"442","TW","crtl",1,"Sarcophaga spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Sarcophagidae","Diptera",50.92865,4.919942,2023-06-28,"flies","DIGITAF_FLANDERS:ce33d6e0636e3415"
"443","TW","crtl",1,"Pieris napi","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.92865,4.919942,2023-06-28,"butterflies","DIGITAF_FLANDERS:a040feefe3f44441"
"444","TW","crtl",2,"Pieris napi","Lamium","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.92865,4.919942,2023-09-05,"butterflies","DIGITAF_FLANDERS:e4a41f26099747be"
"445","TW","crtl",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.92865,4.919942,2023-09-05,"butterflies","DIGITAF_FLANDERS:ed53cf78d64d942e"
"446","TW","crtl",2,"Peleteria iavana","","Jari Vandendriessche","","15' Transect","Ad",1,"Tachinidae","Diptera",50.92865,4.919942,2023-09-05,"flies","DIGITAF_FLANDERS:7f3d5bedbcab87bd"
"447","TW","crtl",2,"Vespula germanica","","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.92865,4.919942,2023-09-05,"wasps","DIGITAF_FLANDERS:86fb499e2a0ed3e0"
"448","TW","tree",1,"Closterotomus norwegicus","Aethusa","Jari Vandendriessche","","15' Transect","Ad",2,"Miridae","Hemiptera",50.931244,4.916273,2023-06-28,"other","DIGITAF_FLANDERS:e31df1116d67ca56"
"449","TW","tree",1,"Cratichneumon culex","","Augustijn De Ketelaere","M","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.931244,4.916273,2023-06-28,"wasps","DIGITAF_FLANDERS:c845cc801da3be3d"
"450","TW","tree",1,"Dirophanes callopus","","Augustijn De Ketelaere","M","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.931244,4.916273,2023-06-28,"wasps","DIGITAF_FLANDERS:a0a116d0b95b93a4"
"451","TW","tree",1,"Cantharis cryptica/pallida","Aethusa","Jari Vandendriessche","","15' Transect","Ad",2,"Cantharidae","Coleoptera",50.931244,4.916273,2023-06-28,"beetles","DIGITAF_FLANDERS:1814f6e69b84fa43"
"452","TW","tree",1,"Episyrphus balteatus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.931244,4.916273,2023-06-28,"syrphids","DIGITAF_FLANDERS:1da9685f770a1d75"
"453","TW","tree",1,"Eristalis arbustorum","Aethusa","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.931244,4.916273,2023-06-28,"syrphids","DIGITAF_FLANDERS:87df94203140f4b9"
"454","TW","tree",1,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.931244,4.916273,2023-06-28,"butterflies","DIGITAF_FLANDERS:a07b4098b70caa33"
"455","TW","tree",1,"Graphosoma italicum","Aethusa","Jari Vandendriessche","","15' Transect","Ad",2,"Pentatomidae","Hemiptera",50.931244,4.916273,2023-06-28,"other","DIGITAF_FLANDERS:2382027d8f643684"
"456","TW","tree",1,"Pollenia spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Polleniidae","Diptera",50.931244,4.916273,2023-06-28,"flies","DIGITAF_FLANDERS:15a75d17f074910a"
"457","TW","tree",1,"Sphaerophoria scripta","Aethusa","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.931244,4.916273,2023-06-28,"syrphids","DIGITAF_FLANDERS:423b31888cc16c36"
"458","TW","tree",1,"Sphaerophoria scripta","Brassica,Aethusa","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.931244,4.916273,2023-06-28,"syrphids","DIGITAF_FLANDERS:77655de2b739f105"
"459","TW","tree",1,"Trichius gallicus","","Jari Vandendriessche","","15' Transect","Ad",1,"Scarabaeidae","Coleoptera",50.931244,4.916273,2023-06-28,"beetles","DIGITAF_FLANDERS:32aa172076aff28d"
"460","TW","tree",1,"Epistrophe eligans","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.931244,4.916273,2023-06-28,"syrphids","DIGITAF_FLANDERS:e2255a83ace77450"
"461","TW","tree",1,"maniola jurtina","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.931244,4.916273,2023-06-28,"butterflies","DIGITAF_FLANDERS:0506f879a82bf5b9"
"462","TW","tree",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.931244,4.916273,2023-09-05,"butterflies","DIGITAF_FLANDERS:ab42069a3098d9ee"
"463","TW","tree",2,"Apis mellifera","","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.931244,4.916273,2023-09-05,"bees","DIGITAF_FLANDERS:320e846b7a4a2c07"
"464","TW","tree",2,"Apis mellifera","Hedera","Jari Vandendriessche","","15' Transect","Ad",8,"Apidae","Hymenoptera",50.931244,4.916273,2023-09-05,"bees","DIGITAF_FLANDERS:8aa6eed097340773"
"465","TW","tree",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.931244,4.916273,2023-09-05,"butterflies","DIGITAF_FLANDERS:a6e37ccd6bcaf5d5"
"466","TW","tree",2,"Myathropa florea","Hedera","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.931244,4.916273,2023-09-05,"syrphids","DIGITAF_FLANDERS:cf925b93e66f0d4a"
"467","TW","tree",2,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.931244,4.916273,2023-09-05,"butterflies","DIGITAF_FLANDERS:c044ba7b43c03632"
"468","TW","tree",2,"Eristalis tenax","Hedera","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.931244,4.916273,2023-09-05,"syrphids","DIGITAF_FLANDERS:8b7ded95ac9b0c1c"
"469","TW","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.931244,4.916273,2023-09-05,"butterflies","DIGITAF_FLANDERS:e5f1fcd0230ddb5a"
"470","TW1","crop",1,"Lucilia spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Calliphoridae","Diptera",50.952758,4.725003,2023-06-28,"flies","DIGITAF_FLANDERS:a473faa36dc6a25d"
"471","TW1","crop",1,"Maniola jurtina","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.952758,4.725003,2023-06-28,"butterflies","DIGITAF_FLANDERS:6010992f217dbb54"
